id,title,skills,skills_count
119882160,Лаборант/инженер-химик,"['Лабораторная работа', 'Документация испытательной лаборатории', 'Химические методы анализа', 'Пользователь ПК', 'Проведение лабораторных исследований']",5
105960747,Лаборант химического анализа 4-5 разрядов,"['Химические методы анализа', 'Технический контроль производства', 'Лабораторная работа', 'Контроль качества продукции', 'Документация испытательной лаборатории']",5
119740907,Инженер-химик/Лаборант химического анализа,"['Контроль качества', 'Химические методы анализа', 'Спектрофотометрия', 'Лабораторная работа', 'Проведение испытаний', 'Документация испытательной лаборатории', 'Обработка результатов испытаний']",7
119984538,Рентген-лаборант,"['Медицинская документация', 'Рентгенография']",2
117568360,Помощник лаборанта,"['Желание учиться новому', 'Внимательность', 'Активность']",3
119756564,Контролер качества / Лаборант,"['Пользователь ПК', 'Контроль качества', 'Точность и внимательность к деталям', 'Контроль качества продукции', 'Контроль выполнения задач', 'Контроль качества готовой продукции', 'Внутренний контроль', 'Лабораторная работа', 'Химические методы анализа']",9
119176688,Лаборант химического анализа,['Химические методы анализа'],1
120335930,Лаборант биоаналитической лаборатории,"['Химические методы анализа', 'Контроль качества', 'GMP (Good Manufacturing Practice)']",3
118766008,Лаборант химического анализа,"['Работа в команде', 'Аналитические исследования', 'оформление документации', 'Пользователь ПК']",4
119759440,Лаборант по физико-механическим испытаниям (Альметьевский район),"['Умение работать в команде', 'Строительство', 'Пользователь ПК', 'Работа в команде']",4
119453967,Рентген-лаборант,"['Медицинское оборудование', 'Медицинская документация', 'Ведение документации', 'Ответственность']",4
118250376,Техник-лаборант,"['Работа с документами', 'Готовность к командировкам', 'Знание компьютера']",3
119962961,Медсестра\медбрат в рентген кабинет,"['Медицинская документация', 'Ведение документации', 'Ответственность', 'Клиентоориентированность', 'Ведение рабочей документации']",5
120037739,Портной-лаборант/Швея экспериментального цеха,"['оформление документации', 'Точность и внимательность к деталям', 'Лабораторная работа', 'Разработка нового продукта']",4
118585244,Контролер качества,"['Ориентация на результат', 'Умение работать в команде', 'Контроль качества', 'Внутренний контроль']",4
119870505,Рентген-лаборант,['Медицинская документация'],1
119473248,Медицинский лабораторный техник/фельдшер-лаборант (поселки Ханты-Мансийского района),"['Ответственность', 'Уверенный пользователь ПК', 'Знание основ делопроизводства', 'Деловая этика', 'Грамотность', 'Электронная почта', 'Составление отчетности', 'Ответственное хранение', 'Ведение медицинской документации', 'Санитарный контроль', 'Профилактика', 'Неотложная помощь', 'Лабораторная диагностика', 'Медицинское оборудование']",14
118852037,Лаборант-контролер,"['анализ молока', 'Лабораторная диагностика', 'Лабораторная работа', 'приемка молока']",4
119613125,Техник-лаборант 1 категории,"['Умение работать в коллективе', 'Составление отчетов', 'Лабораторная работа']",3
120016243,Рентген-лаборант,"['Пользователь ПК', 'Работа с большим объемом информации', 'Навыки межличностного общения']",3
120249635,Химик-лаборант,"['Аналитические исследования', 'Управление производственным персоналом', '1С: Производство', 'Производственный контроль', 'Умение работать в команде']",5
115892075,Начальник лаборатории по производству бетонных изделий,"['Проведение лабораторных исследований', 'Лабораторная работа', 'Знание технологических процессов', 'Сертификация', 'Контроль качества', 'Технический контроль производства', 'Управление производственным персоналом', 'Управление качеством', 'Химические методы анализа']",9
119871714,"Инженер-геолог / лаборант в грунтовую лабораторию (механика, физика)","['определение физико-механических свойств грунтов', 'обработка испытаний скальных грунтов (сжатие, 3х-осник)', 'обработка результатов лабораторных испытаний (срез, компрессия, 3х-осное сжатие))', 'работа в программном комплексе EngGeo, АСИС', 'работа на приборах ГЕОТЕК', 'знание классификации грунтов по ГОСТ 25100', 'знание ГОСТ 12248', 'знание моделей HS, SS, HSS', 'умение работать в коллективе']",9
120028888,Лаборант-гистолог/лаборант-технолог,"['Лабораторная диагностика', 'Навыки межличностного общения', 'Работа с людьми', 'Многозадачность', 'Автоматизация медицинских процессов']",5
109125166,Лаборант химического анализа 4 - 5 разряда,"['Химические методы анализа', 'Аналитические исследования', 'Лабораторная работа', 'Аналитическое мышление', 'Статистический анализ']",5
119412830,Лаборант,"['Документальное сопровождение', 'Грамотность', 'Ведение документации']",3
120025301,Инженер-лаборант по испытаниям материалов и сварных соединений,"['Техническая документация', 'Вахтовый метод', 'Спектральный анализ', 'Измерение твердости', 'Металлография', 'Механические испытания']",6
105119996,Лаборант химического анализа 4 разряд,"['Лабораторная диагностика', 'Химические методы анализа']",2
113322764,Фельдшер-лаборант (Медицинский лабораторный техник),"['Медицинская документация', '1С', 'Анализы']",3
120274480,Лаборант химического анализа,"['Аналитические исследования', 'Химические методы анализа']",2
118724843,Фельдшер-лаборант/медицинский лабораторный техник,"['Медицинская документация', 'Документальное сопровождение', 'Выделение ДНК']",3
119745299,Химик,"['Химические методы анализа', 'Грамотная речь', 'Лабораторная работа', 'Умение работать в коллективе', 'Навыки составления отчетности']",5
118193972,Лаборант,"['Документация испытательной лаборатории', 'Договорная работа', 'Внимательность', 'Микробиология', 'Управление качеством']",5
119581784,Лаборант (производство бетона),"['Контроль качества', 'Производственный контроль', 'Лабораторная диагностика', 'Лабораторная работа', 'Пользователь ПК']",5
120016080,Рентгенолаборант,"['Деловое общение', 'Грамотная речь', 'Деловая переписка', 'Работа в команде', 'Организаторские навыки', 'Медицинское оборудование']",6
120281628,Лаборант химического анализа,"['Химические методы анализа', 'Лабораторная работа']",2
119982038,Инженер-лаборант,"['Контроль качества', 'Лабораторная работа', 'Технический контроль производства']",3
120275258,Лаборант,"['Лабораторная работа', 'Микробиология', 'Уход за лабораторной аппаратурой', 'Проведение лабораторных исследований', 'Ответственность', 'Умение работать в коллективе']",6
119279980,Лаборант химического анализа,"['Лабораторная работа', 'Контроль качества', 'Анализ производственных показателей', 'Химические методы анализа']",4
119632889,Лаборант,"['Ведение документации', 'Пользователь ПК', 'Контроль качества', 'Первичные документы', 'Работа в условиях многозадачности']",5
119912465,Лаборант строительной лаборатории по производству бетонной смеси,"['Контроль качества', 'Строительство', 'Документальное сопровождение']",3
119583103,Инженер-лаборант на РБУ,"['Контроль качества', 'Ведение документации', 'Обучение и развитие', 'Производственный контроль', 'Нормативно-техническая документация']",5
120265289,Рентгенолаборант,"['Медицинское оборудование', 'Медицинская документация', 'Лабораторная диагностика', 'Рентгенография', 'Уход за лабораторной аппаратурой']",5
116567985,Лаборант (гистолог),['Проведение лабораторных исследований'],1
119652084,Медицинский лабораторный техник (фельдшер-лаборант),['Ответственное отношение к работе'],1
119265625,Лаборант химического анализа,"['Проведение лабораторных исследований', 'Химические методы анализа', 'Входной контроль сырья', 'Технологии химической промышленности']",4
119899934,Лаборант/контролер ОТК,"['Контроль качества', 'Пользователь ПК', 'Производственный контроль', 'Лабораторная работа', 'Технический контроль производства']",5
119380598,Лаборант,"['Лабораторная диагностика', 'Ведение документации', 'Желание учиться и развиваться', 'Умение быстро усваивать новую информацию', 'Высокая энергичность', 'Желание обучаться']",6
119952840,Лаборант химико-бактериологического анализа,"['Контроль качества', 'Лабораторная работа', 'Проведение лабораторных исследований']",3
115101488,Лаборант химического анализа 4 разряда испытательной лаборатории (Юрубчено-Тохомское месторождение),"['Аналитические исследования', 'Химические методы анализа', 'Уверенный пользователь MS Office']",3
119371819,Лаборант ЛКМ,"['Проведение лабораторных исследований', 'Химические методы анализа', 'Лабораторная работа', 'ЛКМ']",4
119957862,Оператор-лаборант на пивное производство,"['Ответственность', 'Пунктуальность', 'Контроль качества']",3
117272896,Лаборант-микробиолог,"['Работа в команде', 'Умение работать в команде']",2
119947314,Мастер участка в химическое производство,"['1С', 'MS Word', 'MS Excel']",3
119756163,Лаборант пищевой,"['Контроль качества', 'Производственный контроль', 'Лабораторная работа', 'Лабораторная диагностика']",4
118504155,Старший лаборант,"['AutoCAD', 'Пользователь ПК', 'Работа с базами данных', 'Ведение документации', 'Организационные навыки']",5
119860552,Лаборант химического анализа 4 разряда,"['Пользователь ПК', 'Работа в команде', 'Контроль качества', 'Лабораторная работа', 'лабораторный анализ нефтепродуктов']",5
119948000,Инженер-лаборант,"['Контроль качества', 'оформление документации', 'Работа с документами', 'Лабораторная работа']",4
120069452,Лаборант,"['Буферные растворы', 'Лабораторная посуда', 'MS Office']",3
117800545,Техник-лаборант,"['Лабораторная работа', 'Производственный контроль']",2
118674938,Медицинский лабораторный техник/Фельдшер-лаборант преаналитического отдела,['Медицинская документация'],1
117285601,Лаборант,"['Контроль качества', 'Контроль качества продукции', 'Контроль остатков', 'Контроль упаковки', 'Контроль качества готовой продукции', 'Менеджмент качества', 'Лабораторная работа', 'Уход за лабораторной аппаратурой', 'Документация испытательной лаборатории', 'Производственный контроль', 'Управление испытательной лабораторией', 'Химические методы анализа', 'Ответственность', 'Входной контроль сырья']",14
118867120,Медицинский лабораторный техник/биолог-лаборант Клинико-биохимического отдела (КБО),"['Медицинская документация', 'Грамотность', 'Лабораторная диагностика']",3
119904586,Инженер-лаборант,"['Пользователь ПК', 'Работа в команде', 'Контроль качества', 'Работа с оргтехникой']",4
120247927,Рентгенолаборант в стоматологию,"['Медицинское оборудование', 'Медицинская документация', 'Стоматология', 'Аккуратность']",4
120344570,Лаборант,"['Ведение документации', 'Знание нормативной документации ГОСТ и СНиП', 'Лабораторная работа', 'Проведение испытаний', 'Ведение рабочих журналов', 'Уход за лабораторной аппаратурой', 'Входной контроль сырья', 'Проведение лабораторных исследований']",8
120303296,Лаборант на гречезавод,"['Работа в команде', 'Поиск информации в интернет', 'Google Chrome', 'Знание MS Office', 'Работа в условиях многозадачности']",5
119694759,Лаборант,"['Работа в команде', 'Ветеринария', 'Ведение клиентской базы', 'Лабораторная диагностика', 'Лабораторная работа', 'Проведение лабораторных исследований', 'Общий анализ крови', 'Биохимические анализаторы', 'Уход за лабораторной аппаратурой']",9
119946586,Лаборант косметического производства,"['Пользователь ПК', 'Производственный контроль', 'Контроль качества', 'оформление документации', 'Технический контроль производства']",5
119214113,Лаборант,"['Лабораторная диагностика', 'Химические методы анализа']",2
120028091,Рентгенолаборант (Рентген классический),"['Медицинская документация', 'Медицинское оборудование']",2
120242593,Лаборант в ОП Камыши,"['Пользователь ПК', 'Работа в команде', 'Контроль качества', 'Умение работать в команде', 'Умение работать в коллективе']",5
118499405,Инженер-химик/лаборант хим.анализа,"['Навыки составления отчетности', 'Разработка технических заданий', 'Деловая переписка', 'Подготовка отчетов', 'Химические методы анализа', 'Аналитическое мышление']",6
118578766,Лаборант-исследователь,"['Озеленение', 'Биологические исследования', 'Сельское хозяйство']",3
119702252,Инженер-лаборант,"['Лабораторная работа', 'Химические методы анализа', 'Нормативно-техническая документация']",3
119953113,Техник-лаборант,"['Умение работать в коллективе', 'Пользователь ПК']",2
119050869,Инженер-лаборант по бетону в РБУ,['Контроль качества готовой продукции'],1
120168153,Лаборант химического анализа,"['Пользователь ПК', 'Работа в команде', 'Контроль качества']",3
117125225,Фельдшер-лаборант КБЛ,"['Медицинское оборудование', 'Медицинская документация', 'Лабораторная работа']",3
118736129,Лаборант первой категории,"['Нормативно-техническая документация', 'Документация испытательной лаборатории', 'Проведение испытаний', 'Обработка результатов испытаний']",4
120029023,Лаборант (битумные вяжущие),"['Работа в условиях многозадачности', 'Способность к обучению и восприятию информации']",2
120023659,Рентген-лаборант КТ/МРТ,['КТ'],1
120317965,Лаборант,"['Ответственность', 'Внимательность', 'Пунктуальность']",3
117931616,Лаборант,"['Лабораторная работа', 'Производственный контроль', 'Контроль качества продукции', 'Входной контроль сырья']",4
119606228,Ведущий инженер-лаборант дорожной лаборатории,"['Лабораторная работа', 'Ведение документации', 'Дорожное строительство']",3
118442361,Фельдшер-лаборант клинико-диагностической лаборатории,"['Пользователь ПК', 'Работа в команде', 'Грамотная речь', 'Умение работать в команде', 'Ответственный подход к работе']",5
120344411,Лаборант химического анализа,"['лаборант химического анализа', 'герметики', 'компаунды', 'приготовление химических смесей']",4
120115860,"Лаборант зерновых (риса), бобовых, масличных культур","['Точность и внимательность к деталям', 'Лабораторная работа', 'Контроль качества']",3
117492289,Лаборант химического анализа,"['Проведение лабораторных исследований', 'Уход за лабораторной аппаратурой', 'Лабораторная диагностика']",3
118523932,Биолог /Врач-лаборант(м. Раменки),"['Лабораторная работа', 'Документация испытательной лаборатории', 'Медицинская документация']",3
119565295,Лаборант химического анализа,['Химические методы анализа'],1
118964344,Лаборант РБУ,"['Контроль качества', 'Производственный контроль', 'Лабораторная работа']",3
120096703,Инженер - химик/лаборант,"['Лабораторная работа', 'Химические методы анализа', 'Контроль качества', 'Умение работать в коллективе']",4
118178204,Токсиколог (Лаборант химического анализа),"['Лабораторная работа', 'Ветеринарно-санитарная экспертиза', 'Производственный контроль', 'Проведение лабораторных исследований', 'Документация испытательной лаборатории', 'Химические методы анализа', 'Микробиология', 'Входной контроль сырья', 'Уход за лабораторной аппаратурой']",9
118253912,Лаборант химического анализа 5 разряда,"['Проведение лабораторных исследований', 'Контроль качества']",2
117648595,Лаборант,['Лабораторная работа'],1
119950963,Лаборант по физико-механическим испытаниям,"['Умение работать в команде', 'Контроль качества', 'Пользователь ПК']",3
120008588,Фельдшер-лаборант,"['MS Publisher', 'Умение планировать']",2
88555002,Лаборант химического анализа,"['Контроль качества', 'Лабораторная работа', 'Работа в команде', 'точность и внимательность к деталям']",4
119372634,Контролер пищевой продукции,"['Химические методы анализа', 'Работа в команде', 'Лабораторная работа']",3
116811646,Специалист по качеству,"['Контроль качества', 'Контроль качества продукции', 'Входной контроль сырья', 'Контроль упаковки', 'Контроль качества готовой продукции', 'Управление качеством', 'Ответственность', 'Санитарный контроль', 'Знание санитарно-гигиенических норм в местах общественного питания']",9
120012012,Инженер-лаборант/инженер-химик лаборатории испытаний нефтепродуктов в испытательную лабораторию,"['умение работать с химическими реактивами, стандартными образцами.', 'умение работать на испытательном оборудовании', 'владеть требованиями ГОСТ и МВИ', 'владение прикладными программными продуктами', 'Коммуникабельность', 'умение работать в коллективе', 'аккуратность']",7
119387255,"Инженер-лаборант (Управление проектом М-3 ""Украина"")","['Пользователь ПК', 'Работа в команде', 'Ведение документации', 'оформление документации', 'Internet', 'Внимательность', 'Исполнительность', 'умение работать в команде']",8
120114459,Советник по лабораторной медицине,"['Микробиология', 'Биотехнология', 'Маркетинговые исследования', 'B2G-маркетинг', 'B2B-маркетинг', 'Целевой маркетинг', 'Маркетинговый анализ', 'Формирование ассортимента', 'Медицинское оборудование', 'Изделия медицинского назначения']",10
119584585,Врач-лаборант (КДЛ) в отдел ИФА,"['Медицинское оборудование', 'Лабораторная диагностика']",2
117106586,Специалист по качеству (лаборант),"['Производственный контроль', 'Входной контроль сырья', 'Контроль качества', 'Управление качеством', 'Менеджмент качества', 'Внутренний контроль', 'Документация испытательной лаборатории', 'Разработка требований к качеству']",8
118731549,Старший лаборант (лаборатория фармацевтического анализа),"['Лабораторная работа', 'Фармацевтическая химия']",2
94990664,Лаборант (ПЦР),"['Лабораторная работа', 'оформление заказов', 'Ветеринария', 'Лабораторная диагностика', 'Работа в команде']",5
119555681,Лаборант-швея,"['Пошив образца', 'САПР', 'Массовое производство', 'Коллекции', 'Мода', 'Конструирование']",6
119674850,Лаборант физико-механических испытаний готовой продукции,"['Пользователь ПК', 'Стремление к профессиональному развитию', 'Ответственный подход к работе']",3
83001453,Лаборант,"['Химические методы анализа', 'Аналитические исследования', 'Контроль качества', 'Лабораторная работа']",4
119947489,Медицинский лабораторный техник,"['Пользователь ПК', 'Лабораторная работа', 'Лабораторные исследования', 'Бактериология', 'Медицинская документация', 'Медицинское оборудование']",6
117987758,Фельдшер-лаборант бактериологической лаборатории,"['Пользователь ПК', 'Работа в команде', 'Работа в условиях многозадачности', 'Умение легко находить контакт с людьми']",4
118872558,Лаборант-микробиолог (м. Крылатское),"['Микробиология', 'микробиологические анализы', 'микробиологические посевы']",3
119643545,Рентген-лаборант (Специалист на дентальный томограф),"['Медицинское оборудование', 'Пользователь ПК', 'Работа в команде', 'Грамотная речь', 'Поиск информации в интернет']",5
117091954,Фельдшер-лаборант/Медицинский лабораторный техник/биолог,"['Ведение документации', 'Антибиотикограммы', 'Идентификации бактерий', 'Микроскопия', 'Бактериология', 'Биологическая безопасность', 'Лабораторная диагностика']",7
119039668,Швея-лаборант,['Контроль качества'],1
119488330,Технолог/администатор,"['Контроль качества', 'Управление производством', 'Организаторские навыки', 'Контроль сотрудников', 'Контроль остатков', 'Обучение персонала', 'Решение проблем', '1С', 'Ответственность', 'Контроль выполнения задач']",10
119564052,Медицинский лабораторный техник (фельдшер-лаборант),"['Пользователь ПК', 'Ведение документации', 'Умение работать в команде', 'Навыки работы с первичной документацией']",4
118764291,"Лаборант по физико-механическим испытаниям, 6 разряд","['Пуско-наладочные работы', 'Наладка оборудования']",2
119896575,Менеджер по качеству,"['Контроль качества', 'Работа с большим объемом информации']",2
120257904,Лаборант в лабораторию контроля качества,"['Фармакология', 'Контроль качества', 'Уход за лабораторной аппаратурой', 'Микробиология', 'Лабораторная работа', 'Химические методы анализа']",6
118343801,Лаборант физико-химического анализа,"['Лабораторная работа', 'Химические методы анализа', 'Пользователь ПК', 'Работа в команде']",4
119434044,Лаборант (Дорожное строительство),"['Пользователь ПК', 'Технический контроль производства', 'Лабораторная работа', 'Управление производственным персоналом']",4
119866230,Лаборант,"['Пользователь ПК', 'Навыки работы с первичной документацией', 'Работа в условиях многозадачности', 'Работа с компьютером', 'Умение работать в условиях многозадачности']",5
120202432,Лаборант химического анализа,"['Лабораторная работа', 'Уход за лабораторной аппаратурой', 'Производственный контроль', 'Ведение документации', 'Проведение лабораторных исследований', 'Составление документации', 'Знание нормативной документации ГОСТ и СНиП']",7
119624286,Медсестра/медбрат-лаборант рентген-кабинета,"['Доброжелательность', 'Медицинская документация', 'Пунктуальность', 'Работа в команде', 'Рентгенография']",5
115392764,Медицинский лабораторный техник,"['Работа в команде', 'Обучение и развитие', 'Лабораторная диагностика', 'биохимические исследования', 'Проведение лабораторных исследований']",5
119462826,Лаборант,"['Контроль качества', 'Ведение документации', 'Производственный контроль', 'Лабораторная работа', 'Документальное сопровождение']",5
120231562,Рентген-лаборант/оператор ПК,"['Ответственность', 'уверенный пользователь пк']",2
115776798,Лаборант физико-химического анализа,"['Пользователь ПК', 'Ответственное отношение к работе']",2
119982827,Рентген-лаборант / Фельдшер / Медицинская сестра (Медицинский брат),"['Медицинская документация', 'Медицинское образование']",2
119754786,Специалист по химическому анализу,"['Работа с большим объемом информации', 'Работа с документами', 'Химические методы анализа', 'Лабораторная работа', 'Аналитические исследования']",5
119704664,Конструктор одежды,"['конструирование одежды', 'построение лекал одежды', 'оформление лекал одежды']",3
120155480,Рентген-лаборант в стоматологию,"['Медицинское оборудование', 'Медицинская документация', 'Навыки межличностного общения', 'Ответственность', 'Обучаемость', 'Пунктуальность', 'Внимательность']",7
116442730,Лаборант бактерийных препаратов,"['Работа в команде', 'Лабораторная работа', 'Работа с людьми', 'Internet', 'Умение работать в коллективе']",5
116537917,Лаборант химического анализа,"['Пользователь ПК', 'Работа в команде', 'Работа в условиях многозадачности', 'Работа с компьютером', 'Способность работать с документами']",5
119791358,Лаборант испытательной лаборатории,"['Пользователь ПК', 'Работа в команде', 'Контроль качества', 'Навыки работы с первичной документацией', 'оформление документации']",5
119903832,Техник-лаборант химического анализа,"['Пользователь ПК', 'Контроль качества', 'Производственный контроль', 'Умение работать в коллективе']",4
120073929,Фельдшер-лаборант (общеполиклиническое направление),"['фельдшер-лаборант', 'микроскопия кала', 'работа на анализаторах', 'Медицинская документация', 'лаборатория']",5
117121668,Контролер качества,"['Пользователь ПК', 'Работа в команде']",2
119626608,Лаборант (химическое направление),['Лабораторная работа'],1
119518976,Лаборант электронного колледжа,"['Пользователь ПК', 'Работа в команде', 'Грамотная речь', 'Грамотность', 'Желание обучаться']",5
120260483,Лаборант химического анализа,"['Ответственный подход к работе', 'Быстрая обучаемость']",2
119846535,Бактериолог-лаборант,"['Пользователь ПК', 'Работа в команде', 'Контроль качества', 'Работа с оргтехникой', 'Поиск информации в интернет']",5
118024978,Лаборант на производство бактерийных препаратов,"['Пользователь ПК', 'Контроль качества', 'Расстановка приоритетов', 'Работа в команде', 'Материальная ответственность']",5
119275633,Лаборант биохимического отдела,"['Медицинское оборудование', 'Входной контроль сырья', 'Проведение лабораторных исследований', 'Лабораторная работа']",4
119693327,Рентген-лаборант,"['Медицинское оборудование', 'Контроль качества', 'Лабораторная работа']",3
119869793,Лаборант в строительную лабораторию,"['Пользователь ПК', 'Работа с документами', 'Высшее образование', 'Ответственность и пунктуальность', 'Коммуникабельность, ответственность']",5
119873868,Лаборант,"['атомно-абсорбционный спектрометр', 'фазовый анализ']",2
120213864,Фельдшер-лаборант/медицинский лабораторный техник (общая клиника),"['Проведение лабораторных исследований', 'Пользователь ПК']",2
115571956,Фельдшер-лаборант,"['дисциплинированность', 'Внимательность', 'Пунктуальность']",3
119943731,Инженер-лаборант лаборатории физико-механических испытаний,"['Пользователь ПК', 'Разработка инструкций', 'Ведение документации', 'Internet', 'Техническая документация']",5
120020919,Химик-лаборант,"['Пользователь ПК', 'Поиск информации в интернет', 'Google Chrome', 'Работа с оргтехникой', 'Электронная почта']",5
119152931,Медицинский лабораторный техник (фельдшер-лаборант) в патологоанатомическое отделение,"['приготовление гистологических препаратов', 'Лабораторная диагностика', 'гистология']",3
120046573,Лаборант химического анализа,"['Лабораторная работа', 'Технология производства', 'Проведение анализов', 'Контроль качества']",4
119415721,Модельер-конструктор одежды,"['Дизайн одежды', 'Знание графис', 'Оцифровка лекал', 'Градации лекал']",4
119784498,Лаборант химического анализа,"['Лабораторная работа', 'Контроль качества', 'Ведение документации', 'Внутренний контроль', 'Контроль сроков годности', 'Навыки работы с первичной документацией', 'Производственный контроль', 'Документальное сопровождение', 'Химические методы анализа']",9
119132013,Инженер-лаборант,"['Проведение лабораторных исследований', 'Обработка результатов испытаний']",2
119340706,Фельдшер-лаборант/медицинский лабораторный техник в ЦРБ Бабынинского района,"['Медицинская документация', 'Медицинское оборудование', 'Уход за лабораторной аппаратурой', 'Обучаемость', 'Проведение лабораторных исследований']",5
119471594,"Лаборант химического анализа, г. Екатеринбург (ВИЗ-Сталь)",['Лабораторная диагностика'],1
119517683,Инженер химик/лаборант,"['Лабораторная работа', 'Контроль качества']",2
119856969,Фельдшер-лаборант/медицинский лабораторный техник,"['Медицинская документация', 'Медицинское оборудование', 'Уход за лабораторной аппаратурой', 'Обучаемость', 'Проведение лабораторных исследований']",5
119529135,Инженер - лаборант,"['Контроль качества', 'Ведение документации', 'Уход за лабораторной аппаратурой', 'Ответственность', 'Умение работать в коллективе']",5
119885818,Фельдшер-лаборант/медицинский лабораторный техник,"['Лабораторная диагностика', 'Взятие крови', 'Санэпидрежим']",3
119946587,Лаборант косметического производства,"['Пользователь ПК', 'Производственный контроль', 'Контроль качества', 'оформление документации', 'Технический контроль производства']",5
120075895,Технолог в экспериментальный цех,"['технолог', 'проработка', 'швейная промышленность']",3
93887210,Лаборант химико - бактериологической лаборатории при Нижегородской станции аэрации,"['Химические методы анализа', 'лаборант химического анализа', 'химический анализ воды']",3
115263261,Лаборант учебной части,"['Деловая коммуникация', 'Грамотность', 'Многозадачность', 'Пользователь ПК']",4
118768256,Лаборант химического анализа (Отдел испытаний материалов),"['Документация испытательной лаборатории', 'Обработка результатов испытаний', 'Химические методы анализа']",3
119371484,Лаборант в отдел контроля качества,"['Контроль качества', 'Лабораторная работа', 'Ведение документации', 'стандарт серии ИСО 22000']",4
119588946,Медицинская сестра/Медицинский брат приемного покоя,"['Ответственность', 'Коммуникабельность', '1С: Документооборот', 'Документальное сопровождение']",4
120325247,Инженер-лаборант,"['Лабораторная работа', 'Проведение лабораторных исследований', 'Ответственность', 'Пунктуальность']",4
114184119,Лаборант второй категории,"['Работа в команде', 'Умение учиться', 'Пользователь ПК', 'Проведение лабораторных исследований', 'Дорожное строительство']",5
120237510,Технолог швейных изделий,"['Работа с большим объемом информации', 'Опытный пользователь ПК', 'Работа в команде', 'Высокий уровень самоорганизации', 'Умение работать с большим объемом информации']",5
119954083,Лаборант,"['Работа в команде', 'Микробиология', 'Биотехнология', 'Работа в условиях многозадачности', 'Ответственность и пунктуальность', 'Готовность обучаться']",6
115429334,"Лаборант микробиологической лаборатории (Биофармацевтическая компания ""ФОРТ"")","['Лабораторная работа', 'Работа на фармацевтическом производстве', 'Лабораторная диагностика', 'Желание обучаться', 'Желание учиться и развиваться']",5
120351805,Технолог швейного производства,"['Производственный контроль', 'Контроль выполнения задач', 'Контроль сотрудников', 'Организация производственной линии']",4
119697178,Помощник руководителя отдела,"['Пользователь ПК', 'Работа с большим объемом информации', 'Табель учета рабочего времени', 'Аналитическое мышление']",4
110879836,Фельдшер-лаборант,"['Лабораторная работа', 'Пользователь ПК', 'Медицинское оборудование', 'Навыки работы с первичной документацией']",4
84529315,Рентген-лаборант,"['Медицинское оборудование', 'Медицинская документация']",2
118431762,Лаборант,"['Химические методы анализа', 'Контроль качества', 'Лабораторная работа', 'Управление производственным персоналом', '1С: Производство']",5
119139492,Рентген-лаборант МРТ,"['Медицинское оборудование', 'МРТ (магнитно-резонансная томография)', 'КТ', 'Рентгенография', 'Медицинская документация']",5
119641904,Химик-технолог/лаборант,"['Работа в команде', 'Готовность обучаться', 'Работа в условиях многозадачности', 'Умение работать в коллективе', 'Высшее образование', 'Ответственность и пунктуальность', 'Стремление', 'Технологии химической промышленности', 'Умение учиться', 'Введение в должность']",10
119683281,Фельдшер-лаборант / Медицинский лабораторный техник,"['Обучение и развитие', 'Медицинская документация', 'Забор крови']",3
117813451,Лаборант в Мультипрофильный аккредитационно-симуляционный центр,"['Пользователь ПК', 'Грамотная речь', 'Деловое общение']",3
